naam,dag,tijd,dag_tijd,startdatum,duur,periode,prijs,cursusnummer,docent,taal,status,url,categorie,beschrijving
Creatief Schrijven,ma,10:30 - 17:00,ma 10:30 - 17:00,22-07-2024,5 dagen,blok 4 - zomer,student:€195jong-alumnus UvA/HvA:€292oud-alumnus UvA/HvA:€292medewerker UvA/HvA:€292overigen:€390,723934,Caroline Kramer,Nederlands,Deze cursus is gestart,https://www.crea.nl/courses/schrijven/creatief-schrijven-2/,schrijven,"Houd je van schrijven; maar weet je niet waar je moet beginnen? Heb je verhalen of dichtregels in je hoofd; maar geen tijd om ze op te schrijven? Wat ga je doen? Met korte stimulerende opdrachten voor verhalen en gedichten gaan we je ideeënstroom op gang brengen en leer je je eigen creativiteit verder ontwikkelen. Laat je fantasie de vrije loop; gebruik je zintuigen; kom los van geijkte patronen en ervaar dat alles kan inspireren: een kinderschoen op straat; kunst; de geur van vers gemaaid gras; een jeugdherinnering; een gesprek in de trein. Zelfs vanuit een wit kopje kun je een geweldig verhaal of gedicht schrijven.

Schrijven is vooral veel doen. Dus we schrijven in de les; thuis maak je de opdracht af. Huiswerk dus! "
Creatief Schrijven,do,20:00 - 22:00,do 20:00 - 22:00,10-04-2025,9 weken,block 3 - spring,student:€166jong-alumnus UvA/HvA:€240oud-alumnus UvA/HvA:€282medewerker UvA/HvA:€240overigen:€332,724309,Peet van Duijnhoven,Nederlands,Schrijf je in,https://www.crea.nl/courses/zomercursussen/schrijven-zomer/creatief-schrijven/,schrijven (zomer),"Deze cursus is onderdeel van het cursusprogramma van zomer 2024. Inschrijven is helaas niet meer mogelijk. Het programma voor zomer 2025 komt in april 2025 online.

In deze schijfweek gaan we veel en vanuit verschillende ingangen schrijven. We kijken tegelijkertijd naar bestaande literatuur als inspiratie en om te zien hoe schrijvers het doen; welke technieken ze hanteren.

Wat ga je doen? Door middel van freewriting en andere stimulerende opdrachten om tot een verhaal of gedicht te komen ontdek je je creatieve geest; kom je uit je comfortzone en ontwikkel je je verder in het schrijven zelf. Je gaat oefenen met observaties; het gebruik van details en zintuigen; beeldspraak; komen los van onze geijkte patronen en ervaren diverse manieren om tot schrijven te komen; een herinnering; een gesprek op straat. Ook over een simpel wit kopje kun je inspirerend schrijven.

De week wordt verdeeld in het schrijven van verhalen en van poëzie. We lezen ons werk aan elkaar voor en geven elkaar positieve feedback. We werken toe naar een eindpresentatie met een voordracht van een zelfgeschreven tekst. De schrijfweek is voor zowel onervaren als ervaren schrijvers."
Creatief Schrijven,do,20:00 - 22:00,do 20:00 - 22:00,10-04-2025,9 weken,block 3 - spring,student:€166jong-alumnus UvA/HvA:€240oud-alumnus UvA/HvA:€282medewerker UvA/HvA:€240overigen:€332,724309,Peet van Duijnhoven,Nederlands,Schrijf je in,https://www.crea.nl/courses/schrijven/creatief-schrijven-2/,schrijven,"Houd je van schrijven; maar weet je niet waar je moet beginnen? Heb je verhalen of dichtregels in je hoofd; maar geen tijd om ze op te schrijven? Wat ga je doen? Met korte stimulerende opdrachten voor verhalen en gedichten gaan we je ideeënstroom op gang brengen en leer je je eigen creativiteit verder ontwikkelen. Laat je fantasie de vrije loop; gebruik je zintuigen; kom los van geijkte patronen en ervaar dat alles kan inspireren: een kinderschoen op straat; kunst; de geur van vers gemaaid gras; een jeugdherinnering; een gesprek in de trein. Zelfs vanuit een wit kopje kun je een geweldig verhaal of gedicht schrijven.

Schrijven is vooral veel doen. Dus we schrijven in de les; thuis maak je de opdracht af. Huiswerk dus! "
Creatief Schrijven,di,19:00 - 21:00,di 19:00 - 21:00,15-04-2025,9 weken,block 3 - spring,student:€166jong-alumnus UvA/HvA:€240oud-alumnus UvA/HvA:€282medewerker UvA/HvA:€240overigen:€332,724304,Barbara Scholten,Nederlands,Schrijf je in,https://www.crea.nl/courses/zomercursussen/schrijven-zomer/creatief-schrijven/,schrijven (zomer),"Deze cursus is onderdeel van het cursusprogramma van zomer 2024. Inschrijven is helaas niet meer mogelijk. Het programma voor zomer 2025 komt in april 2025 online.

In deze schijfweek gaan we veel en vanuit verschillende ingangen schrijven. We kijken tegelijkertijd naar bestaande literatuur als inspiratie en om te zien hoe schrijvers het doen; welke technieken ze hanteren.

Wat ga je doen? Door middel van freewriting en andere stimulerende opdrachten om tot een verhaal of gedicht te komen ontdek je je creatieve geest; kom je uit je comfortzone en ontwikkel je je verder in het schrijven zelf. Je gaat oefenen met observaties; het gebruik van details en zintuigen; beeldspraak; komen los van onze geijkte patronen en ervaren diverse manieren om tot schrijven te komen; een herinnering; een gesprek op straat. Ook over een simpel wit kopje kun je inspirerend schrijven.

De week wordt verdeeld in het schrijven van verhalen en van poëzie. We lezen ons werk aan elkaar voor en geven elkaar positieve feedback. We werken toe naar een eindpresentatie met een voordracht van een zelfgeschreven tekst. De schrijfweek is voor zowel onervaren als ervaren schrijvers."
Creatief Schrijven,di,19:00 - 21:00,di 19:00 - 21:00,15-04-2025,9 weken,block 3 - spring,student:€166jong-alumnus UvA/HvA:€240oud-alumnus UvA/HvA:€282medewerker UvA/HvA:€240overigen:€332,724304,Barbara Scholten,Nederlands,Schrijf je in,https://www.crea.nl/courses/schrijven/creatief-schrijven-2/,schrijven,"Houd je van schrijven; maar weet je niet waar je moet beginnen? Heb je verhalen of dichtregels in je hoofd; maar geen tijd om ze op te schrijven? Wat ga je doen? Met korte stimulerende opdrachten voor verhalen en gedichten gaan we je ideeënstroom op gang brengen en leer je je eigen creativiteit verder ontwikkelen. Laat je fantasie de vrije loop; gebruik je zintuigen; kom los van geijkte patronen en ervaar dat alles kan inspireren: een kinderschoen op straat; kunst; de geur van vers gemaaid gras; een jeugdherinnering; een gesprek in de trein. Zelfs vanuit een wit kopje kun je een geweldig verhaal of gedicht schrijven.

Schrijven is vooral veel doen. Dus we schrijven in de les; thuis maak je de opdracht af. Huiswerk dus! "
Creatief Schrijven,wo,17:30 - 19:30,wo 17:30 - 19:30,16-04-2025,9 weken,block 3 - spring,student:€166jong-alumnus UvA/HvA:€240oud-alumnus UvA/HvA:€282medewerker UvA/HvA:€240overigen:€332,724305,Caroline Kramer,Nederlands,Schrijf je in voor de wachtlijst,https://www.crea.nl/courses/zomercursussen/schrijven-zomer/creatief-schrijven/,schrijven (zomer),"Deze cursus is onderdeel van het cursusprogramma van zomer 2024. Inschrijven is helaas niet meer mogelijk. Het programma voor zomer 2025 komt in april 2025 online.

In deze schijfweek gaan we veel en vanuit verschillende ingangen schrijven. We kijken tegelijkertijd naar bestaande literatuur als inspiratie en om te zien hoe schrijvers het doen; welke technieken ze hanteren.

Wat ga je doen? Door middel van freewriting en andere stimulerende opdrachten om tot een verhaal of gedicht te komen ontdek je je creatieve geest; kom je uit je comfortzone en ontwikkel je je verder in het schrijven zelf. Je gaat oefenen met observaties; het gebruik van details en zintuigen; beeldspraak; komen los van onze geijkte patronen en ervaren diverse manieren om tot schrijven te komen; een herinnering; een gesprek op straat. Ook over een simpel wit kopje kun je inspirerend schrijven.

De week wordt verdeeld in het schrijven van verhalen en van poëzie. We lezen ons werk aan elkaar voor en geven elkaar positieve feedback. We werken toe naar een eindpresentatie met een voordracht van een zelfgeschreven tekst. De schrijfweek is voor zowel onervaren als ervaren schrijvers."
Creatief Schrijven,wo,17:30 - 19:30,wo 17:30 - 19:30,16-04-2025,9 weken,block 3 - spring,student:€166jong-alumnus UvA/HvA:€240oud-alumnus UvA/HvA:€282medewerker UvA/HvA:€240overigen:€332,724305,Caroline Kramer,Nederlands,Schrijf je in voor de wachtlijst,https://www.crea.nl/courses/schrijven/creatief-schrijven-2/,schrijven,"Houd je van schrijven; maar weet je niet waar je moet beginnen? Heb je verhalen of dichtregels in je hoofd; maar geen tijd om ze op te schrijven? Wat ga je doen? Met korte stimulerende opdrachten voor verhalen en gedichten gaan we je ideeënstroom op gang brengen en leer je je eigen creativiteit verder ontwikkelen. Laat je fantasie de vrije loop; gebruik je zintuigen; kom los van geijkte patronen en ervaar dat alles kan inspireren: een kinderschoen op straat; kunst; de geur van vers gemaaid gras; een jeugdherinnering; een gesprek in de trein. Zelfs vanuit een wit kopje kun je een geweldig verhaal of gedicht schrijven.

Schrijven is vooral veel doen. Dus we schrijven in de les; thuis maak je de opdracht af. Huiswerk dus! "
Creatieve Kickstart,ma,10:30 - 17:00,ma 10:30 - 17:00,22-07-2024,5 dagen,blok 4 - zomer,student:€195jong-alumnus UvA/HvA:€292oud-alumnus UvA/HvA:€292medewerker UvA/HvA:€292overigen:€390,923936,Jonne op de Weegh,English; Nederlands,inschrijven niet meer mogelijk,https://www.crea.nl/courses/zomercursussen/creative-skills-zomer/creatieve-kickstart/,creative skills (zomer),"Deze cursus is onderdeel van het cursusprogramma van zomer 2024. Inschrijven is helaas niet meer mogelijk. Het programma voor zomer 2025 komt in april 2025 online.

Maak deze zomer tijd voor de creatieve projecten die je altijd al hebt willen realiseren maar nooit de tijd voor had! Altijd al een EP of boek willen schrijven? Of werken aan een portfolio; een bedrijfje opzetten of eindelijk die subsidie aanvraag regelen? Breng je creatieve doelen in kaart en we gaan er meteen mee aan de slag!

Wat gaan we doen? In deze cursus breng je jouw creatieve dromen in kaart en maak je er concrete projecten van. Door middel van handvaten als brainstorms; schrijfopdrachten en boekentips ga je aan de slag met jouw creatieve doelen. Je krijgt inspiratie; tips voor je doelen en extra fijn: je gaat in deze week ook echt meters maken voor jouw projecten. Aan het einde van de week zit je vol inspiratie; heb je veel zaadjes gepland en zijn er grote stappen gezet richting jouw creatieve dromen."
Creating and Performing Music,ma,10:30 - 17:00,ma 10:30 - 17:00,22-07-2024,5 dagen,blok 4 - zomer,student:€195jong-alumnus UvA/HvA:€292oud-alumnus UvA/HvA:€292medewerker UvA/HvA:€292overigen:€390,223933,Timon Koomen,English; Nederlands,Deze cursus is gestart,https://www.crea.nl/courses/zomercursussen/muziek-zomer/creating-and-performing-music/,muziek (zomer),"Deze cursus is onderdeel van het cursusprogramma van zomer 2024. Inschrijven is helaas niet meer mogelijk. Het programma voor zomer 2025 komt in april 2025 online.

Deze cursus is een creatieve broedplaats geschikt voor alle instrumentalisten; vocalisten en elektronische musici die nieuwe muziek willen creëren en performen. Aan de hand van opdrachten; enkele compositie- en muziektheorielessen; hulp bij je technische – en samenspeelvaardigheden en vooral veel muziek maken doe je in korte tijd ervaring op die kunt gebruiken in een band; als singer-songwriter of in je eigen home-studio en ontwikkel je jezelf als componist en/of muzikant.

Wat ga je doen? Elke dag begint met een klassikaal moment waarbij er muziek gepresenteerd wordt; en dieper op praktijkvoorbeelden wordt ingegaan. Daarna start je een nieuwe samenwerking en trek je je terug in een van de ruimtes om aan nieuwe muziek te werken. Dit wordt de volgende dag gepresenteerd voor de groep en uiteindelijk wordt ‘the best of’ gepresenteerd op de eindpresentatie. Alle muziek; van de meest experimentele noise tot aan glitterpop is welkom; zolang het maar overtuigend is."
Creative Choir,ma,10:30 - 17:00,ma 10:30 - 17:00,08-07-2024,5 dagen,blok 4 - zomer,student:€195jong-alumnus UvA/HvA:€292oud-alumnus UvA/HvA:€292medewerker UvA/HvA:€292overigen:€390,223909,Nicoline Snaas,Nederlands,inschrijven niet meer mogelijk,https://www.crea.nl/courses/zomercursussen/muziek-zomer/creative-choir/,muziek (zomer),"Deze cursus is onderdeel van het cursusprogramma van zomer 2024. Inschrijven is helaas niet meer mogelijk. Het programma voor zomer 2025 komt in april 2025 online.

‘Trust your Voice and the Music’

Deze cursus richt zich op iedereen die meer van hun stem willen ontdekken in relatie tot wereldmuziek en improvisatie.

Wat gaan we doen? We zullen ons vooral bezig houden in de ochtend met de stem vrij maken middels lichaamsgerichte oefeningen; spel; adem en klank. Naast de uitleg over het zanginstrument zullen we o. a. klank georiënteerde oefeningen doen om je meer in contact te brengen met je klankkast (hoofd; nek; borstkas; bekken) en je zintuigen (oren; ogen; neus; huid).

We houden ons in de middag bezig met ‘Vocal River’(@) oefeningen; Circle Songs(@) en Wereldmuziek liedjes (van folk traditie en oervolken). Alles gericht op samenzang; spel; instant composing en presentatie. Ook zullen we bouwen aan je zelfvertrouwen door middel van het laten zingen van je stem; beweging; stretching; lichaamshouding; grondingsoefeningen; vertrouwen op je klank.

@vocalriver zijn oefeningen die zijn ontwikkeld door zangeres en improvisator Rhiannon

@circlesongs is een vorm van koorzingen die door Bobby Mc; Ferrin is bekend gemaakt. Hij tourde met een groep zangers genaamd Voicestra over de hele wereld en in zijn concerten improviseerde hij alle koorpartijen ter plekke."
Creative Embodiment,ma,10:30 - 17:00,ma 10:30 - 17:00,22-07-2024,5 dagen,blok 4 - zomer,student:€195jong-alumnus UvA/HvA:€292oud-alumnus UvA/HvA:€292medewerker UvA/HvA:€292overigen:€390,423930,Alexandra Loembe,English; Nederlands,inschrijven niet meer mogelijk,https://www.crea.nl/courses/zomercursussen/dans-zomer/creative-embodiment/,dans (zomer),"Deze cursus is onderdeel van het cursusprogramma van zomer 2024. Inschrijven is helaas niet meer mogelijk. Het programma voor zomer 2025 komt in april 2025 online.

De cursus Creative Embodiment is een kans om; samen met docent en maker Alexandra; de wereld van hedendaagse dans en improvisatie in te duiken. Het is een dansreis waarin jij je persoonlijke creatieve manier van bewegen kan ontdekken; we spelen met choreografie en instant-composition en daar samen een video van gaan maken. Iedereen met een passie of nieuwsgierigheid voor beweging is welkom!

Er zal worden gewerkt aan:• Persoonlijke ontwikkeling en jezelf kunnen zijn• In het hier en nu zijn• Sensitiviteit; uithoudingsvermogen en lichaamsbewustzijn• Speelsheid; creativiteit en expressiviteit

Wat gaan we doen? Creative Embodiment is een contemporary dansles waarin we beginnen met zintuiglijke improvisatie opdrachten en uiteindelijk via verschillende speelse en ritmische oefeningen werken naar een choreografie. Binnen het stijloverstijgende dansmateriaal gaat er aandacht naar het hele bewegingspad en bewegen vanuit verschillende bewegingskwaliteiten; in plaats van het beheersen van een vaste vorm. Het bewegingsmateriaal is circulair; verrassend en associatief en de focus ligt op flow en ademhaling. We blijven zo veel mogelijk in beweging; er is een natuurlijke opbouw van intensiteit van begin tot eind. Het is een procesgerichte cursus zonder oordeel. Samen creëren we een veilige sfeer waarin wij elkaar kunnen inspireren en je leert te vertrouwen op jouw lichaam."
Creative Embodiment,ma,10:30 - 17:00,ma 10:30 - 17:00,22-07-2024,5 dagen,blok 4 - zomer,student:€195jong-alumnus UvA/HvA:€292oud-alumnus UvA/HvA:€292medewerker UvA/HvA:€292overigen:€390,423930,Alexandra Loembe,English; Nederlands,inschrijven niet meer mogelijk,https://www.crea.nl/courses/zomercursussen/dans-zomer/creative-embodiment-dagcursus/,dans (zomer),"Deze cursus is onderdeel van het cursusprogramma van zomer 2024. Inschrijven is helaas niet meer mogelijk. Het programma voor zomer 2025 komt in april 2025 online.

Tijdens Creative Embodiment neem je een duik in hedendaagse dans en improvisatie. Het is een dansreis waarin jij je persoonlijke creatieve manier van bewegen kan ontdekken.

Wat gaan we doen? Creative Embodiment is een contemporary dansles waarin we beginnen met zintuiglijke improvisatie opdrachten en uiteindelijk via verschillende speelse en ritmische oefeningen werken naar een choreografie. Binnen het stijloverstijgende dansmateriaal gaat er aandacht naar het hele bewegingspad en bewegen vanuit verschillende bewegingskwaliteiten; in plaats van het beheersen van een vaste vorm.

Het bewegingsmateriaal is circulair; verrassend en associatief en de focus ligt op flow en ademhaling. We blijven zo veel mogelijk in beweging; er is een natuurlijke opbouw van intensiteit van begin tot eind. Het is een procesgerichte cursus zonder oordeel. Samen creëren we een veilige sfeer waarin wij elkaar kunnen inspireren en je leert te vertrouwen op jouw lichaam."
Creative Embodiment,za,11:00 - 16:00,za 11:00 - 16:00,20-07-2024,1 dag,blok 4 - zomer,student:€60jong-alumnus UvA/HvA:€90oud-alumnus UvA/HvA:€90medewerker UvA/HvA:€90overigen:€120,423969,Alexandra Loembe,English; Nederlands,inschrijven niet meer mogelijk,https://www.crea.nl/courses/zomercursussen/dans-zomer/creative-embodiment/,dans (zomer),"Deze cursus is onderdeel van het cursusprogramma van zomer 2024. Inschrijven is helaas niet meer mogelijk. Het programma voor zomer 2025 komt in april 2025 online.

De cursus Creative Embodiment is een kans om; samen met docent en maker Alexandra; de wereld van hedendaagse dans en improvisatie in te duiken. Het is een dansreis waarin jij je persoonlijke creatieve manier van bewegen kan ontdekken; we spelen met choreografie en instant-composition en daar samen een video van gaan maken. Iedereen met een passie of nieuwsgierigheid voor beweging is welkom!

Er zal worden gewerkt aan:• Persoonlijke ontwikkeling en jezelf kunnen zijn• In het hier en nu zijn• Sensitiviteit; uithoudingsvermogen en lichaamsbewustzijn• Speelsheid; creativiteit en expressiviteit

Wat gaan we doen? Creative Embodiment is een contemporary dansles waarin we beginnen met zintuiglijke improvisatie opdrachten en uiteindelijk via verschillende speelse en ritmische oefeningen werken naar een choreografie. Binnen het stijloverstijgende dansmateriaal gaat er aandacht naar het hele bewegingspad en bewegen vanuit verschillende bewegingskwaliteiten; in plaats van het beheersen van een vaste vorm. Het bewegingsmateriaal is circulair; verrassend en associatief en de focus ligt op flow en ademhaling. We blijven zo veel mogelijk in beweging; er is een natuurlijke opbouw van intensiteit van begin tot eind. Het is een procesgerichte cursus zonder oordeel. Samen creëren we een veilige sfeer waarin wij elkaar kunnen inspireren en je leert te vertrouwen op jouw lichaam."
Creative Embodiment,za,11:00 - 16:00,za 11:00 - 16:00,20-07-2024,1 dag,blok 4 - zomer,student:€60jong-alumnus UvA/HvA:€90oud-alumnus UvA/HvA:€90medewerker UvA/HvA:€90overigen:€120,423969,Alexandra Loembe,English; Nederlands,inschrijven niet meer mogelijk,https://www.crea.nl/courses/zomercursussen/dans-zomer/creative-embodiment-dagcursus/,dans (zomer),"Deze cursus is onderdeel van het cursusprogramma van zomer 2024. Inschrijven is helaas niet meer mogelijk. Het programma voor zomer 2025 komt in april 2025 online.

Tijdens Creative Embodiment neem je een duik in hedendaagse dans en improvisatie. Het is een dansreis waarin jij je persoonlijke creatieve manier van bewegen kan ontdekken.

Wat gaan we doen? Creative Embodiment is een contemporary dansles waarin we beginnen met zintuiglijke improvisatie opdrachten en uiteindelijk via verschillende speelse en ritmische oefeningen werken naar een choreografie. Binnen het stijloverstijgende dansmateriaal gaat er aandacht naar het hele bewegingspad en bewegen vanuit verschillende bewegingskwaliteiten; in plaats van het beheersen van een vaste vorm.

Het bewegingsmateriaal is circulair; verrassend en associatief en de focus ligt op flow en ademhaling. We blijven zo veel mogelijk in beweging; er is een natuurlijke opbouw van intensiteit van begin tot eind. Het is een procesgerichte cursus zonder oordeel. Samen creëren we een veilige sfeer waarin wij elkaar kunnen inspireren en je leert te vertrouwen op jouw lichaam."
Creative Visual Storytelling,ma,10:30 - 17:00,ma 10:30 - 17:00,15-07-2024,5 dagen,blok 4 - zomer,student:€195jong-alumnus UvA/HvA:€292oud-alumnus UvA/HvA:€292medewerker UvA/HvA:€292overigen:€390,123920,Karijn Kakebeeke,English; Nederlands,Deze cursus is gestart,https://www.crea.nl/courses/zomercursussen/fotografie-zomer/creative-visual-storytelling/,fotografie (zomer),"Deze cursus is onderdeel van het cursusprogramma van zomer 2024. Inschrijven is helaas niet meer mogelijk. Het programma voor zomer 2025 komt in april 2025 online.

In deze cursus ga je een eigen verhaalidee uitwerken en via beeld (leren) vertellen. Het is een cursus voor wie van verhalen; fotografie en van journalistiek houdt; en het leuk vindt om naar een ‘af’ product toe te werken.

Wat ga je doen? Je duikt in échte gebeurtenis (historisch of actueel) en gaat die opnieuw vertellen vanuit een door jouw gekozen perspectief. Mét de vrijheid om allerlei fictieve elementen toe te voegen zodat het jouw vertelling wordt. Jouw verhaal; vertelt door middel van gevonden of zelfgeschoten beeldmateriaal; giet je in de vorm van een boekje."
Creative Writing,ma,17:30 - 19:30,ma 17:30 - 19:30,07-04-2025,9 weken,block 3 - spring,student:€166jong-alumnus UvA/HvA:€240oud-alumnus UvA/HvA:€282medewerker UvA/HvA:€240overigen:€332,724312,Kristen Marie Langereis,English,Schrijf je in voor de wachtlijst,https://www.crea.nl/courses/schrijven/creative-writing/,schrijven,"Let op: deze cursus wordt in het Engels gegeven.

Do you love writing; but don’t know where to start? Do you always have stories in your head; but no time to write them down?

What will you be doing?
With short stimulating assignments in different genres; we will get the flow of ideas going and you will learn to develop your own creativity. Let your imagination run wild; use your senses; break free from established patterns and experience that anything can inspire. A child’s shoe on the street; the smell of freshly cut grass; a childhood memory; a conversation on the train? Even over a white cup you can write a great story.

Above all; writing is a lot of writing. So we write in class; and you complete the assignment at home. So; homework!"
Dance and Floorwork,ma,10:30 - 17:00,ma 10:30 - 17:00,29-07-2024,5 dagen,blok 4 - zomer,student:€195jong-alumnus UvA/HvA:€292oud-alumnus UvA/HvA:€292medewerker UvA/HvA:€292overigen:€390,423940,Sandra Kramerova,English,Deze cursus is gestart,https://www.crea.nl/courses/zomercursussen/dans-zomer/dance-and-floorwork/,dans (zomer),"Deze cursus is onderdeel van het cursusprogramma van zomer 2024. Inschrijven is helaas niet meer mogelijk. Het programma voor zomer 2025 komt in april 2025 online.

Let op: dit is een Engelse cursus!

Combine contemporary dance technique with dynamic creative explorations and interactive learning!

Are you looking for ways to become a more versatile mover; to develop your floor work skills and dance with strength and conviction? Learn technical and artistic insights with individual guidance to enrich your experience with contemporary dance during this course Dance and Floorwork.

This course focuses on rigorous physical practice; floor work; momentum and athletic actions. You will be learning a challenging but satisfying and energetic choreography and will feel accomplished in performing it at the end of the course. If you are looking for a course in which you will both learn a lot and have a ton of fun and encouragement along the way; this dance course is definitely for you!

About the teacher; Sandra Kramerová is a professional dance maker and performer with international experience from Spain; The Netherlands; New York; Israel and Slovakia and is excited to share her interactive teaching method with the Dance and Floorwork course participants. Sandra believes that movement has great capacity to communicate concrete or abstract concepts and that it can be used as a powerful tool to expand one’s artistic vocabulary."
Dance Theatre,za,11:00 - 16:00,za 11:00 - 16:00,03-08-2024,1 dag,blok 4 - zomer,student:€60jong-alumnus UvA/HvA:€90oud-alumnus UvA/HvA:€90medewerker UvA/HvA:€90overigen:€120,423977,Sandra Kramerova,English,Deze cursus is gestart,https://www.crea.nl/courses/zomercursussen/dans-zomer/dance-theatre-dagcursus/,dans (zomer),"Deze cursus is onderdeel van het cursusprogramma van zomer 2024. Inschrijven is helaas niet meer mogelijk. Het programma voor zomer 2025 komt in april 2025 online.

Let op: dit is een Engelse cursus!

Can movement speak louder than words? How can you use dance to express ideas and innovative concepts? Learn to employ movement as an expressive tool and enjoy tapping your imagination to explore the explosive potential of dance.

The day course of Dance Theater is devoted to creative assignments focused on intention; gesture; expressivity; improvisation and composition. If you are interested in both dance and theatre; and are looking for a day course which combines these two disciplines; then this will be the perfect fit!

About the teacher; Sandra Kramerová is a professional dance maker and performer with experience from New York; Spain; Slovakia; Israel and The Netherlands and is excited to share her interactive teaching method with the Dance theater course participants at CREA. Sandra believes that movement has a great capacity to communicate concrete or abstract concepts and that it can be used as a powerful tool to expand one’s artistic vocabulary."
Dance to Share: Beginner,di,17:15 - 18:30,di 17:15 - 18:30,15-04-2025,9 weken,block 3 - spring,student:€79jong-alumnus UvA/HvA:€115oud-alumnus UvA/HvA:€134medewerker UvA/HvA:€115overigen:€157,424333,Maria Alabern,English,Schrijf je in voor de wachtlijst,https://www.crea.nl/courses/dans/dance-to-share-beginner/,hip hop/open styles / mixed styles / modern/contemporary / dans,"Let op: deze cursus wordt in het Engels gegeven.

In block 1 the course will be taught by Aitana; from block 2 Maria will be teaching again.

During this course; we will empower ourselves through dance; creating a safe and open space to build up confidence while allowing our body to express everything we carry inside. The goal is to explore different tools and feelings that contemporary and West African Street dance styles; and other dance styles; offer us and apply them to our own movement.

What will we be doing? We will focus on body awareness; grooves; steps; floor work; flexibility; musicality; routines; and freestyle. It’s about making us aware of all the power and beauty that lies in us and finding different ways to express and share.

Let’s vibe together! Let’s share who we are! Let’s connect!

“The course is a way to get out of your comfortzone when you are not an experienced dancer. The title of the course couldn’t be more fitting as we shared our happiness when dancing.”– Course participant (season 2023-2024/block 1)"
Dance to Share: Intermediate,di,18:30 - 19:45,di 18:30 - 19:45,15-04-2025,9 weken,block 3 - spring,student:€79jong-alumnus UvA/HvA:€115oud-alumnus UvA/HvA:€134medewerker UvA/HvA:€115overigen:€157,424334,Maria Alabern,English,Schrijf je in voor de wachtlijst,https://www.crea.nl/courses/dans/dance-to-share-intermediate/,hip hop/open styles / mixed styles / modern/contemporary / dans,"Let op: deze cursus wordt in het Engels gegeven.

In block 1 the course will be taught by Aitana; from block 2 Maria will be teaching again.

During this course; we will empower ourselves through dance; creating a safe and open space to build up confidence while allowing our body to express everything we carry inside. The goal is to explore different tools and feelings that contemporary and West African Street dance styles; and other dance styles; offer us and apply them to our own movement.

What will we be doing? We will focus on body awareness; grooves; steps; floor work; flexibility; musicality; routines; and freestyle. It’s about making us aware of all the power and beauty that lies in us and finding different ways to express and share.

Let’s vibe together! Let’s share who we are! Let’s connect!

“Dancing is freeing myself every Tuesday in the room with my classmates; liberating my inner will to share and expand my physical limitations.”– Nanita; course participant (season 2023-2024/block 1)"
Dansproject,ma,10:30 - 17:00,ma 10:30 - 17:00,08-07-2024,5 dagen,blok 4 - zomer,student:€195jong-alumnus UvA/HvA:€292oud-alumnus UvA/HvA:€292medewerker UvA/HvA:€292overigen:€390,423906,Vainergill Thurnim,English; Nederlands,Deze cursus is gestart,https://www.crea.nl/courses/zomercursussen/dans-zomer/dansproject/,dans (zomer),"Deze cursus is onderdeel van het cursusprogramma van zomer 2024. Inschrijven is helaas niet meer mogelijk. Het programma voor zomer 2025 komt in april 2025 online.

Wil jij verhalen vertellen met behulp van dans en podiumkunst? Schrijf je dan in voor de deze zomercursus!

Tijdens deze cursus maken we kennis met elkaar; zowel fysiek als verbaal. Met contemporary dance (floorwork en improvisatie) en West African dance aesthetics (bouncing/grounding; undulatie; waving en polyritmes) als basis worden cursisten begeleid in het maken van eigen scènes. Op deze manier wordt het eindproduct van ons allen! Tijdens het maken van deze scènes ben je vrij om een of meerdere disciplines in te zetten (bv. dans; theater; mime; spoken word; zang; rap etc.). Deze scènes worden aan elkaar verweven door middel van de choreografie die de docent zal maken. Het zal een professioneel snelkookpanproces zijn.

Het doel van de cursus is om samen een professioneel proces aan te gaan waar er ruimte is voor eenieders verhaal. Waar wij ons kunnen uiten door middel van dans (podiumkunst). De docent zal de deelnemers in hun kracht neer te zetten en in dat proces ook nieuwe skills leren. Er wordt uiteindelijk toegewerkt naar een dansant eindproduct waarin de verhalen en artistieke skills van de deelnemers centraal staan; gepresenteerd in het theater of op een buitenlocatie. Wil jij leren met en van elkaar? Schrijf je dan nu in voor de zomercursus!

Vainergill werkt vaker met dans- en theaterliefhebbers zoals te zien is in de onderstaande trailer:  BLINDSIGHThttps://www. youtube. com/watch? v=FWAIZa9Nl; Vs"
